,X,Y
5446,egypt reject veg oil offer retend egypt reject offer veget oil import tender yesterday unspecifi amount sunflowerse oil cottonse oil trader said ask renew offer march export said prepar offer materi egypt new land contract term includ claus free radioact contamin offer submit old contract term reject,"['cotton-oil', 'sun-oil', 'veg-oil']"
5447,texaco lt tx ceas post texa oil price texaco refin market oper subsidiari texaco inc said would ceas post crude oil price west texa crude end month follow decis discontinu purchas crude oil leas texaco spokesman houston said continu purchas quantiti u foreign crude oil use refineri system ad spokesman also said texaco trade transport inc would continu acquir market texaco leas product well leas product compani continu post louisiana price said,['crude']
5448,ivori coast minist delay cocoa talk ivorian agricultur minist deni bra kanon chairman intern cocoa organ icco council abl open council session tomorrow ivorian icco deleg told reuter arriv sometim later meet deleg said council session chair instead icco vice chairman sir deni henri deleg grenada icco offici said ivorian offici last week said bra kanon due return home funer ceremoni sister ivorian presid felix houphouet boigni march,['cocoa']
5449,u real gnp rose revis pct th qtr instead pct rise u real gnp rose revis pct th qtr instead pct rise,['gnp']
5450,u gnp price deflat rose pct th qtr unchang u gnp price deflat rose pct th qtr unchang,['gnp']
5451,matrix scienc lt mtrx set stock split matrix scienc corp said board declar two one stock split six cent per share pre stock split dividend payabl may stockhold record april compani said dividend addit ten ct per share dividend paid januari make post stock split annual dividend eight ct per share,['earn']
5452,sea galley store inc lt seag th qtr dec loss shr loss ct vs loss dlr net loss vs loss rev mln vs mln year shr loss dlr vs loss ct net loss vs loss rev mln vs mln,['earn']
5453,coconut oil contract chang dutch trader contract term trade coconut oil chang long ton tonn effect aug sep contract onward dutch veget oil trader said oper alreadi start take account expect chang report least one trade tonn aug sept shipment yesterday feder oil seed fat associ fosfa london said previous advis trader adopt metric system coconut oil transact bring commod line veget oil,"['coconut-oil', 'veg-oil']"
5454,far west financi lt fwfp buy progress far west financi corp said far west save loan associ unit reach agreement principl acquir outstand stock progress save loan associ lt prsl far west said expect cost transact exceed mln dlr progress save ten branch southern california mln dlr asset,['acq']
5455,coastal lt cgp say transamerican suit frivol coastal corp said beliv two billion dlr suit lt transamerican natur ga corp texa state court frivol without merit compani said intend toi proceed file reorgan plan transamerican u bankruptci court houston yesterday afternoon bankruptci court issu temporari restrain order prohibit transamerican coastal take action court would interfer jurisdict bankruptci court yesterday bankruptci court rule affirm coastal right transamerican creditor file reorgan plan transamerican transamerican suit alleg coastla attempt unlaw gain control transamerican texa natur ga reserv pipelin system transamerican bankruptci proceed began,['nat-gas']
5456,bundesbank seen steer steadi monetari cours bundesbank like steer steadi monetari cours next week chang credit polici expect tomorrow regular central bank council meet bank economist dealer said need action hermann remsperg chief economist berlin handel frankfurt bank bhf said other note exchang rate stabl last month group six agreement pari central bank money stock growth still well three six pct target zone chang credit polici could rule one money market dealer said comment bundesbank presid karl otto poehl privat seminar duesseldorf two week ago hint anoth interest rate cut indic bundesbank might act condit chang bank economist said u pressur west germani eas credit polici reced sinc pari pact demand could emerg west germani fail stimul economi enough affect massiv u trade deficit remsperg said continu strong money suppli growth also preclud cut offici interest rate central bank money stock grow annual pct februari unchang pct januari economist said member central bank council worri continu overshoot money suppli target bound resist move cut rate poehl play risk inflat economist said fact money stock growth remain stabl last month success said like return within target rang later year special factor boost money suppli growth last year disappear one economist said said pct money suppli increas caus sharp rise inflow foreign fund trend revers recent domest credit demand like remain steadi level money stock growth expect narrow medium term develop increas bundesbank scope rate cut medium term economist said money market dealer said period rate remain littl chang indic chang credit polici expect call money rate declin pct yesterday market well stock liquid dealer said call money soft tax payment behalf custom less expect far rate like tighten soon full effect month major tax payment period felt payment feder railway bond also like burden market bundesbank inject liquid via secur repurchas agreement week counter tighten rate monday inject fund govern own bank dealer said recent secur repurchas pact shown bundesbank clearli want call money rate stabl one dealer said central bank want lower interest rate would first drive call money rate bank remain rel well stock minimum reserv asset held billion mark minimum reserv monday averag billion mark first day march requir around billion expect,"['interest', 'money-fx']"
5457,u real gnp rose pct fourth quarter u gross nation product remov impact inflat increas revis annual rate pct fourth quarter commerc depart said earlier preliminari pct rise estim month ago pct rise fourth quarter final fourth quarter revis howev left unchang previou estim pct increas gnp revis estim fourth quarter gnp partli reflect downward revis inventori total decreas billion dlr fourth quarter depart said revis also indic person consumpt spend decreas billion dlr fourth quarter increas billion dlr third quarter export good servic rose billion dlr declin billion dlr third quarter import decreas mln dlr final quarter contrast increas billion dlr third quarter,['gnp']
5458,japan telecom merger could involv u k u firm cabl wireless plc lt cawl l pacif telesi group lt pac n may take part propos merger two rival firm seek enter japan intern telecommun market senior industri offici said fumio watanab head telecommun committe feder econom organis keidanren told news confer japanes sharehold two consortium agre u british compani invit particip new merg firm plan linkup satisfi tokyo request one privat compani enter market two consortium lt intern digit commun plan inc idc lt intern telecom japan itj set compet monopoli lt kokusai denshin denwa co kdd market deregul watanab said post telecommun ministri want one competitor time size japanes telcommun market foreign investor allow hold minor stake estim two foreign firm share merg consortium less three pct ad even largest sharehold could five pct cabl wireless japanes trade hous lt c itoh co pct stake idc consortium pacif telesi merril lynch co inc lt mer n jointli hold pct itj head rival group trade hous sever firm includ toyota motor corp lt toyo belong watanab said progress made toward merger agreement ad japanes industri agre govern one privat consortium two compani might invest excess amount said talk cabl amp wireless continu week,['acq']
5459,ferruzzi negoti european acquisit itali lt gruppo ferruzzi advanc stage negoti could result acquisit worth hundr billion lire european agro industri sector compani spokesman told reuter spokesman declin identifi parti parti involv talk whether complet takeov discuss said italian newspap report ferruzzi studi possibl advanc offer european cereal process plant own u group cpc intern inc lt cpc n incorrect spokesman said possibl evalu ferruzzi compani attent moment decis anoth direct spokesman respond report italian econom daili il sole ore ferruzzi consid possibl bid cpc plant told reuter compani hope conclud talk current underway coupl month spokesman said sinc u k govern last month block ferruzzi bid acquir lt british sugar plc compani look invest opportun,['acq']
5460,malaysia cut oil output trader say malaysia state oil compani petrona cut oil product barrel per day bpd may trade sourc said malaysia cut bpd target output pct last septemb support opec move boost price latest cut would reduc output pct target level petrona said februari malaysia would maintain pct product cutback mid howev financ ministri said annual report malaysia crude oil output expect rise averag bpd ministri forecast assum averag crude price dlr barrel bbl price risen enough permit product cutback sourc said malaysia benchmark tapi blend fetch dlr bbl year low dlr bbl juli said trader said reduct malaysia would add tight spot avail asian grade caus reduc indonesian chines crude output cutback also help malaysia maintain price concern buyer want reduc term purchas due avail cheaper altern sourc said addit term sale petrona offer two three bbl spot cargo malaysian crude month sale tender sourc said howev practic like dwindl given reduc scale product said,['crude']
5461,intercar lt care say acquisit termin intercar inc said agre termin propos acquisit lt univers care lt first jersey secur withdrawn underwrit propos offer intercar secur compani said offer rais dlr work capit sale equiti debt would also financ dlr cash portion univers care purchas price addit dlr would use repay debt intercar said date incur dlr expens connect propos offer compani said improv work capit posit plan reduc oper expens decreas hour oper workforc sell asset octob copmpani said work capit deficit dlr pro forma basi includ recent acquir u medic enterpris inc,['acq']
5462,rank organis current trade satisfactori rank organis plc lt rank l said trade current year continu satisfactorili take account season fluctuat associ compani lt rank xerox ltd indic improv perform statement issu annual meet said said plan spend mln stg refurbish odeon cinema chain rank film distributor unit commit spend mln secur intern distribut right film invest new activ continu rel high level exploit opportun growth rank said exclud possibl make larg well small acquisit year end octob rank report rise pretax profit mln stg mln previous rank share firm morn trade quot p gmt p last night close,['earn']
5463,harcourt brace set march deadlin harper row bid harcourt brace set march deadlin harper row bid,['acq']
5464,ship held calcutta indian ship held calcutta port four day industri action local seamen spokesman shipown associ insa said disput prevent local crewmen sign affect foreign ship intern crew dock calcutta export tea jute import machineri crude oil petroleum product spokesman said foreign ship may also suffer dock worker join action said ship corpor india sci ask ship avoid port disput nation union seafar india presid leo barn said,['ship']
5465,coopervis inc lt eye st qtr jan net shr dlr vs ct net mln vs sale mln vs mln avg shr mln vs mln note current year net includ pretax gain mln dlr sale ophthalm busi loss mln dlr posttax repurchas debt prior year net includ dlr loss discontinu oper,['earn']
5466,coopervis lt eye delay annual meet coopervis inc said delay annual meet june may allow board review possibl recapit option meet coopervis today report first quarter net incom mln dlr mln dlr pretax gain sale ophthalm busi johnson johnson lt jnj mln dlr cash mln dlr posttax charg debt repurchas sale mln dlr year earlier earn dlr dlr loss discontinu oper sale mln dlr compani said aggress program invest spend maintain increas market share two core busi acceler sale growth year hold back increas oper incom near futur coopervis said furthermor entir net cash proce recent sale sever busi employ reduc indebted make strateg acquisit otherwis employ relat possibl recapit compani recoveri net incom held back loss particularli tax incom ophthalm pharmaceut busi sold johnson johnson,['earn']
5467,great atlant pacif tea co th qtr oper shr ct vs ct great atlant pacif tea co th qtr oper shr ct vs ct,['earn']
5468,mobex say pct grant lt gtx tender mobex corp said grant industri inc common share pct mln outstand tender respons mobex offer compani said offer dlr share stock extend est march march,['acq']
5469,harcourt brace lt hbj set harper lt hpr deadlin harcourt brace jovanovich inc said told harper row publish inc repres intend withdraw propos acquir harper row dlr per share cash parti made satisfactori progress discuss close busi march harcourt brace said wish put undu pressur harper row also fair sharehold cannot allow offer magnitud lie tabl long harcourt said three senior offic invest banker met yesterday invest banker harper row discuss harcourt brace offer harcourt brace said pursu acquisit mutual satisfactori merger agreement negoti last week group form theodor cross offer acquir harper row dlr per share group held six pct harper row addit new world pictur ltd lt nwp holder pct harper row offer discuss merger harper row,['acq']
5470,dixon group said accept pct cyclop share tender dixon group said accept pct cyclop share tender,['acq']
5471,banker trust issu stg dlr currenc warrant banker trust intern ltd said issu stg call dlr put currenc warrant initi offer price dlr per warrant issu guarante banker trust new york corp warrant entitl holder exchang dlr stg rate stg dlr minimum number warrant exercis tradeabl exercis period warrant run april march payment due april,['money-fx']
5472,great atlant pacif tea co lt gap th qtr oper shr ct vs ct oper net mln vs mln sale billion vs billion avg shr mln vs mln year oper shr dlr vs dlr oper net mln vs mln sale billion vs billion avg shr mln vs mln note result week period end feb week period end feb oper net exclud credit tax loss carryforward none vs mln dlr ct share quarter mln dlr ct share vs mln dlr ct share year compani store inoper year end vs year earlier,['earn']
5473,group tender gencorp say hold pct gencorp common group tender gencorp say hold pct gencorp common,['acq']
5474,rotterdam sign cooper agreement tokyo citi rotterdam today sign agreement principl cooper aomi cargo distribut centr tokyo act mayor roel den dunnen said cooper privat public entiti tokyo rotterdam area fruit exchang inform favour influenc flow good servic two countri aomi cargo distribut center start oper octob year sign similar agreement rotterdam twin port seattl last septemb,['trade']
5475,davi corp unit win india smelter contract davi mckee ltd subsidiari u k engin contruct compani davi corp plc award contract worth around mln stg design zinc lead smelter india spokesman compani said contract fund britain oversea develop administr part total grant mln stg india state own hindustan zinc ltd grant develop major zinc lead mine associ smelt complex rajastan north west india agenc said agenc said project expect account pct india total product zinc total mln stg grant alloc suppli good servic britain grant come part packag announc march indian miner develop agenc also pay mln stg india coal sector expans indigen coal develop programm use british design longwal technolog,"['lead', 'zinc']"
5476,u k money market given mln stg afternoon help bank england said provid money market mln stg assist bring bank total help far today mln stg compar estim shortag around billion stg central bank purchas bank bill outright lower deal rate establish morn compris one mln stg band one pct mln stg band two pct,"['interest', 'money-fx']"
5477,west german bank slowli cut key save rate west german commerci bank cautious cut key save lend rate bank sourc said cut follow nearli two month bundesbank reduc lead interest rate far longer usual interim period deutsch bank ag lt dbkg f spokesman said cut lead save rate privat custom region basi percentag point two pct dresdner bank ag lt drsd f commerzbank ag lt cbkg f initi similar move bank fuer gemeinwirtschaft ag lt bkfg f cut rate pct gener delay partli due commerci bank desir gaug custom reaction similar move region save bank fall custom save lower rate could reduc cheap refinanc avail bank forc draw rel expens fund sourc one economist german bank associ said volum save fund may substanti undercut lower save rate mani custom park fund save account hope reinvest higher yield futur said said may conflict bundesbank aim move fund rel short term deposit longer date secur reduc strong growth central bank money suppli aggreg aggreg show annual growth provision pct februari fourth quarter last year unchang januari growth rate outsid expand target rang three six pct bank far reduc lend rate privat custom though lend rate corpor custom begin declin,['interest']
5478,toy r us inc lt toy th qtr feb one net shr ct vs ct net mln vs mln rev billion vs mln mth shr dlr vs ct net mln vs mln rev billion vs billion note net restat reflect three two stock split june,['earn']
5479,measurex corp lt mx st qtr net shr ct vs ct qtrli div six ct vs ct prior net vs rev mln vs mln avg shr mln vs mln note pay dividend march sharehold record feb,['earn']
5480,palmer lewi co inc lt lwi th qtr net qtr end jan shr three ct vs one cent qtrli div seven ct vs seven ct prior net vs rev mln vs mln mth shr ct vs ct net vs rev mln vs mln note effect juli one compani acquir outstand stock western american forest product inc cash convert debentur acqust account purchas consolid statement includ western result oper juli one payout dividend may six stockhold record april,['earn']
5481,capit citi abc lt ccb set payout qtrli div five ct vs five ct pay april record march,['earn']
5482,publick industri inc lt pul th qtr loss shr loss five ct vs loss ct net loss vs loss sale vs avg shr mln vs mln year shr loss four ct vs loss ct net loss vs loss sale mln vs mln avg shr mln vs mln,['earn']
5483,feder express corp rd qtr oper shr ct vs ct feder express corp rd qtr oper shr ct vs ct,['earn']
5484,bell atlant corp lt bel increas payout qtrli div ct vs ct pay may one record march,['earn']
5485,rhode lt rhd see sharpli lower th qtr net rhode inc said estim fourth quarter end februari earn eight ct share ct earn final quarter fiscal compani said major caus reduct unfavor lifo adjust softer project sale quarter due primarili unfavor weather despit th qtr result rhode said net incom year end come close record level previou year dlr dlr share,['earn']
5486,gencorp lt gy group hold pct stake gener partner texa gener partnership equal own affili wagner brown afg industri inc lt afg said current hold common share pct gencorp inc lt gy outstand common stock gener partner said began dlr share cash tender offer gencorp akron ohio base concern worth nearli billion dlr gencorp interest tire plastic make aerospac broadcast mln share outstand gener partner offer subject receipt financ major gencorp share condit letter gencorp chairman chief execut william reynold describ offer gener partner said will negoti term offer prepar meet soon possibl statement gener partner said contribut mln dlr equiti financ also commit one billion dlr credit line well fargo co lt wfc billion loan shearson lehman brother hold inc unit american express co lt axp gencorp spokesman said compani manag meet board schedul meet today said sure compani formal receiv notic offer awar press account declin say gencorp next move might whether would issu statement later today letter gener partner said plan maintain gencorp corpor headquart akron retain compani plastic industri product busi tire relat product segment letter mention gencorp rko gener broadcast subsidiari involv disput licens renew sever televis station gencorp agre sell two independ station wor new york area khj lo angel gener partner offici immedi avail gencorp share delay open new york stock exchang imbal order nyse said share indic open share close two yesterday new week high financ offer includ mln dlr equiti gener partner billion dlr loan shearson lehman brother senior subordin bridg loan bind agreement deliv within hour request partnership one billion dlr credit line well fargo well fargo agre lend mln dlr line form syndic bank provid rest partnership said shearson lehman brother inc act dealer manag tender offer said letter partnership said confid could obtain financ close transact promptli last fall afg privat held wagner brown offer acquir lear siegler inc billion dlr withdrew offer higher bid emerg lear siegler eventu went privat billion dlr,['acq']
5487,thai trade deficit widen februari thailand trade deficit widen estim billion baht februari billion januari billion year ago bank thailand said export fell around billion baht billion januari compar billion year ago bank said import rose billion baht billion januari billion februari bank said trade deficit two month widen estim billion baht billion year ago februari current account show billion baht deficit compar billion januari mln year ago current account two month post estim mln baht surplu billion year ago surplu countri balanc payment narrow billion baht februari billion previou month higher billion year ago bank said balanc payment surplu first two month widen billion baht billion period net capit inflow rose five billion baht billion,"['bop', 'trade']"
5488,p lt gap set higher capit spend great atlant pacif tea co said three year mln dlr capit program substanti increas accommod growth expans plan waldbaum inc shopwel inc next two year p said acquisit shopwel august waldbaum decemb help us achiev better expect result fourth quarter end februari net incom continu oper jump pct mln dlr ct share latest quarter sale increas pct billion dlr p gave detail expand capit program say complet first year program p pct own lt tengelmann warenhandelsgesellschaft west germani,['earn']
5489,feder express corp lt fdx rd qtr feb net oper shr ct vs ct oper net mln vs mln rev mln vs mln avg shr mln vs mln nine mth oper shr dlr vs dlr oper net mln vs mln rev billion vs billion avg shr mln vs mln note net exclud loss discontinu oper nil vs mln dlr quarter mln dlr vs mln dlr nine mth quarter net includ gain sale aircraft two mln dlr vs dlr,['earn']
5490,morgan grenfel say profit hit guin lt morgan grenfel group plc said pre tax profit lower forecast depreci valu guin plc lt guin l share secur trade loss u morgan chairman lord catto said loss group seven mln guin share addit mln dlr loss risk arbitrag oper new york depress profit eight mln stg mln also told news confer morgan receiv inform approach takeov group interest formal offer made catto would elabor morgan grenfel act merchant banker guin brew compani success bid distil co plc lt dist l first half last year u k govern launch investig affair guin last decemb public concern focus way guin may breach u k compani law takeov code prompt other support share price bid morgan chief execut christoph reev head corpor financ graham walsh senior corpor financ director roger seelig resign januari guin affair anoth senior morgan grenfel execut geoffrey collier resign late last year alleg trade insid inform current face crimin charg lord catto said second half one traumat histori client staff support certainli look futur posit way worst behind us swept noth carpet profit year pct pre tax profit mln stg mainli due high contribut corpor financ activ progress asset manag financ director david ewart told news confer perform group far within reason touch budget lord catto also said group activ seek new chief execut replac sir peter carey act interim director reev resign hope new chief execut within month also said reev walsh paid total stg compens follow resign declin say much man got negoti go determin amount compens seelig said morgan grenfel share stood late p p yesterday p reuter,['earn']
5491,sec move disciplin allegheni int l lt ag secur exchang commiss sec staff seek author take enforc action allegheni intern inc pittsburgh base industri consum product firm said allegheni made disclosur document file sec connect recent agreement taken privat leverag buyout led first boston inc follow announc merger agreement compani inform enforc divis sec intend seek author commiss institut proceed compani allegheni said compani cooper commiss investig continu includ take testimoni employ other allegheni said ongo probe allegheni said staff ask inform compani execut compens benefit plan certain compani own real estat travel entertain spend use corpor aircraft also ask inform acquisit divestitur compani account system intern control allegheni said probe began februari allegheni said sec matter polici routin declin comment enforc action sec investig began month allegheni becam target seri sharehold lawsuit claim compani violat feder secur law fail disclos materi matter recent annual proxi statement suit later consolid singl class action complaint pennsylvania feder court alleg secur law violat involv numer current former allegheni offic director earlier month lawyer sharehold ask court expand charg includ alleg buyout allegheni attempt illeg freez public sharehold unfair price allegheni said intend vigor defend charg charg made sharehold suit wide believ led last summer resign chairman chief execut offic robert buckley buyout group led first boston tender march outstand allegheni share dlr share,['acq']
5492,unit asset manag corp lt uam up payout qtli div four ct vs three ct prior pay april record march,['earn']
5493,kinder care inc lt kndr first qtr net qtr end dec shr one cent vs ct net vs rev mln vs mln note compani chang fiscal year end aug dec qtr prior end jan includ two week current qtr current qtr includ loss account chang,['earn']
5494,ultrasystem inc lt ul th qtr jan net shr ct vs ctsd net vs rev mln vs mln year shr ct vs ct net vs rev mln vs mln avg shr vs note latest year net includ writeoff invest dawn enterpris ethanol refineri ct shr,['earn']
5495,canamax acquir krezmar gold properti stake lt canamax resourc inc said agre acquir pct interest alreadi krezmar gold properti near wawa ontario pay nine mln dlr lt algoma steel corp ltd grant algoma four pct net smelter return royalti payabl payback properti drill indic reserv depth feet estim one mln ton averag ounc gold ton canamax said,['acq']
5496,nf financi lt nfsf set initi dividend nf financi corp said board declar initi dividend five ct per share payabl april holder record march,['earn']
5497,vw audi say profit fell around pct audi ag lt nsug f pct own subsidiari volkswagen ag lt vowg f said profit fell around half compar achiev record mln mark net profit rise pct previou year manag board chairman wolfgang habbel told news confer expect profit turnov rise year compar said question whether profit would return level gave figur profit audi predict last year profit would like fall unspecifi amount record level habbel said turnov rose billion mark billion look certain rise billion year ask whether audi would pay dividend vw help parent compani overcom currenc loss habbel said audi would ensur vw got share profit audi entir net profit paid free reserv help financ invest previou year vw receiv pct audi earn dividend habbel blame profit declin disrupt output caus introduct new audi model currenc factor neg public u alleg sudden acceler audi model report audi sale u drop nearli pct last year habbel said u sale declin would probabl bottom audi worldwid car deliveri fell two pct total export fell pct round domest sale increas round habbel said new audi sold extrem well first two month help audi increas overal market share west germani pct pct month sale europ also rose u sale fell said without give detail worldwid deliveri first two month increas eight pct audi said januari car product would rise output fallen compar habbel said audi expect rise output lead new hire employe end audi workforc stood record rise,['earn']
5498,bank england lend one billion stg pct bank england said lent one billion stg discount market fourteen day pct bring bank total help today billion stg satisfi estim shortag system today earlier estim billion stg bank announc morn will lend two week money pct interpret market sanction lower u k base lend rate u k clear bank swiftli took cut base rate half point pct midday central bank lower money market deal rate amount,['interest']
5499,uk intervent bd say ec sold tonn white sugar rebat ecu uk intervent bd say ec sold tonn white sugar rebat ecu,['sugar']
5500,sensormat electron corp lt snsr rd qtr net feb end shr profit ct vs loss ct net profit vs loss mln rev mln vs mln avg shr mln vs mln nine mth shr profit ct vs loss ct net profit vs loss rev mln vs mln avg shr mln vs mln note prior year net period mln dlr writeoff,['earn']
5501,u k intervent board detail ec sugar sale total tonn current seri white sugar receiv export rebat maximum european currenc unit ecu per kilo today european commun ec tender u k intervent board said trader franc receiv tonn denmark west germani netherland belgium tonn ad earlier today london trader expect subsidi current season white campaign licenc end aug ecu per kilo trader also forecast today total authoris sugar tonnag export award tonn versu last week restitut ecu cumul export authoris current season stand tonn week,['sugar']
5502,anacomp lt aac acquir datagraphix anacomp inc said acquir common stock datagraphix inc gener dynam corp lt gd mln dlr said purchas financ combin new bank credit agreement privat placement senior subordin note convert prefer stock datagraphix sale mln dlr manufactur line comput output microfilm hardwar suppli anacomp sale year end sept mln dlr,['acq']
5503,winnebago industri inc lt wgo nd qtr net period end februari shr ct vs ct net vs sale mln vs mln six mth shr ct vs ct net vs sale mln vs mln note period end march one,['earn']
5504,cattl place feed lighter normal cattl place u feedlot weigh less normal like remain feed longer spread market support cattl price summer reduc beef suppli prospect mani cattl remain feed longer time blunt market impact high placement report usda latest cattl feed report livestock analyst said usda releas report cattl feed seven state march cattl futur chicago mercantil exchang yesterday rose sharpli trade expect defer contract declin usda report pct rise cattl placement februari year ago although heavi placement expect analyst note report mani cattl put feed rel lightweight said feedlot oper would feed lighter cattl autumn rather market summer would case heavier cattl normal place feed although report actual cattl weight difficult obtain industri sourc west southwest acknowledg lighter cattl put feedlot area increas lighter weight cattl enter feedlot help explain jump feedlot placement last month februari univers missouri agricultur economist glenn grime said probabl high order place mani cattl feed feedlot oper go lighter weight cattl statist avail termin market repres small percentag total cattl market market steer averag lb februari compar lb last year grime said even market lighter cattl delay grime said beef suppli like reduc averag weight price weak delay market cattl would market lighter weight could reduc beef suppli much three pct bruce ginn cattl analyst helm group formerli lba said lighter cattl place feed mainli two factor low grain price higher live cattl price mani farmer like feed lighter weight cattl grain suppli larg note also higher live cattl price encourag earli movement cattl wheat pastur onto feedlot ginn said analyst also note cattl come wheat pastur sooner normal poor pastur condit gari chapmann cash livestock trader chapmann graham sioux citi iowa said believ gener trend lighter weight placement pastur condit area benefit dri mild winter south howev said weather wetter cattl come pastur weigh lb less normal gain lb winter,['l-cattle']
5505,n cocoa trader still cautiou icco new york cocoa trader react caution today develop intern cocoa organ talk london say still time negoti break would extrem cautiou go either long short point said jack ward presid cocoa trade firm barretto peat final posit come icco talk one still time put posit risk moment commensur possibl gain icco produc consum deleg morn accept outlin compromis propos buffer stock rule basi negoti smaller group repres charg flesh detail market sentiment reflect optim would put stronger ward said seem put slightli closer agreement one forget much negoti said anoth trader today develop mani dealer sidelin come negoti remain trader said dealer got histor small posit outright term one trader said specul gone net long slightli ad recent price strength gain dlr last two day due larg part sterl ralli dollar process attract measur origin sell trader said,['cocoa']
5506,reagan upbeat latest gnp figur presid reagan said pct u econom growth rate final quarter bad commerc depart said rate growth gross nation product octob decemb period slightli less preliminari estim pct made earlier time said inflat measur gnp price deflat rose pct period ask reaction gnp report white hous photo session reagan repli bad,['gnp']
5507,penwest ltd lt penw nd qtr end feb net shr ct vs ct net vs rev mln vs mln avg shr vs six mth shr dlr vs ct net vs rev mln vs mln avg shr vs,['earn']
5508,sierra spring water co lt wtr th qtr loss shr loss ct vs profit six ct net loss vs profit rev mln vs mln year shr loss seven ct vs profit ct net loss vs profit rev mln vs mln,['earn']
5509,gelco lt gel sell canadian courier unit gelco corp said sign letter intent sell canadian courier unit gelco express ltd air canada mln dlr u said consumm transact depend execut definit agreement expect may part restructur plan gelco announc would sell four busi unit gelco express ltd one compani schedul divestitur,['acq']
5510,synthetech lt nzym end southwest photo talk synthetech inc said discontinu negoti acquir southwest photo chem inc pomona calif compani cite irreconcil differ financi structur deal said southwest photo propos signific chang term outlin letter intent sign last month,['acq']
5511,ranco lt rni holder approv merger ranco inc said sharehold special meet approv merger lt sieb plc dlr per share,['acq']
5512,farmer group inc lt fgrp th qtr net shr ct vs ct net vs rev mln vs mln year shr dlr vs dlr net vs rev billion vs mln avg shr vs,['earn']
5513,american physician servic lt amph th net shr profit five ct vs profit two ct net profit vs profit rev vs mth shr profit ct vs loss ct net profit vs loss rev mln vs mln note full name compani american physician servic group inc,['earn']
5514,air canada comment gelco lt gec unit report state own air canada said make statement est concern publish report airlin agre acquir gelco corp canadian unit gelco express ltd air canada spokesman said spokesman declin comment toronto globe mail report queri sale gelco express canada second largest courier servic part parent compani strategi repay mln u dlr debt end report said quot gelco spokesman report disclos price sale gelco canadian unit,['acq']
5515,philip crosbi lt pcro see lower th qtr result philip crosbi associ inc said expect audit result fourth quarter lower previous estim ct per share philip crosbi jr execut vice presid said normal account adjust well review compani intern oper due previous report alleg embezzl result lower result philip crosbi report fourth quarter result mln dlr ct share prior august two one stock split crosbi said howev expect compani report higher first quarter revenu first quarter revenu mln dlr crosbi said tuition level manag consult servic compani cours month highest level compani histori,['earn']
5516,genzym corp lt genz th qtr net shr profit three ct vs loss ct net profit vs loss rev vs avg shr vs year shr profit one ct vs loss ct net profit vs loss rev vs avg shr vs note th qtr year net includ two mln dlr loss litig settlement dlr write goodwil,['earn']
5517,inform solut inc lt isol st qtr jan shr two ct vs six ct net vs rev vs,['earn']
5518,fairchild industri lt fen set regular payout qtrli div five ct vs five ct pay apirl record march,['earn']
5519,alfa laval ab lt alf st year group profit financi incom expens mln crown vs mln sale billion crown vs billion profit per share full tax crown vs crown propos dividend crown vs crown,['earn']
5520,spectrum control inc lt spec set quarterli qtli div ct vs ct prior pay april record april one,['earn']
5521,iceland privatis state bank utvegsbanki iceland govern said privatis state own bank utvegsbanki countri second largest parliament also grant mln crown cash infus eas cash flow problem aros bank lost mln crown ship firm bankruptci two year ago utvegsbanki director halldor gudbjarnarson told reuter decis privatis bank relief foreign bank alreadi express interest take share quarter one billion crown total share capit avail foreign investor govern offici said,['acq']
5522,genoves drug store inc lt spec set quarterli qtli div five ct vs five ct prior pay april record april,['earn']
5523,studi show limit optim silver silver look unlik break gold platinum shadow near futur although year like see demand increas faster rate suppli studi credit suiss said studi predict demand rise tonn tonn year tonn increas suppli tonn cut global oversuppli tonn last year provision tonn studi note effect last year lower price dampen effect total suppli back around level decad ago howev studi said primari product like reach tonn year provision rel insensit price fall around third silver product come heavili indebt mexico peru price sensit also reduc fact major silver product mine activ,['silver']
5524,anim inc lt vet st qtr jan loss shr loss six ct vs profit three ct net loss vs profit rev vs,['earn']
5525,anim lt vet expect turn profit anim inc said expect return profit current year today report loss first quarter end januari dlr compar dlr profit year,['earn']
5526,crown auto inc lt crni th qtr dec loss shr loss ct vs loss ct net loss vs loss rev vs year shr loss ct vs profit ct net loss vs profit rev mln vs mln avg shr vs note period end decemb earn includ loss period discontinu oper dlr,['earn']
5527,union valley corp lt uvc th qtr net shr ct vs ct net vs rev mln vs mln avg share vs year shr ct vs one dlr net vs rev mln vs mln avg share vs note includ extraordinari gain dlr eight ct share,['earn']
5528,gener devic inc lt gdic year net shr profit ct vs loss ct net profit vs loss rev mln vs mln note net includ pretax gain dlr sale worldwid comput servic inc subsidiari dlr tax credit,['earn']
5529,deutsch babcock increas dividend deutsch babcock ag lt dbcg f increas dividend result year end septemb chief execut helmut wiehn said wiehn told news confer deutsch babcock would doubl absolut amount distribut sharehold overal increas would also due partli increas nomin share capit mln mark mln mark higher dividend anticip deutsch babcock said past rais capit make last improv dividend,['earn']
5530,exovir lt xovr sell stock mln dlr exovir inc said sold investor group led mark hammer share compani common stock warrant purchas addit share exovir said transact increas group stake pct pct net proce compani total mln dlr compani said warrant exercis next three year dlr per share common stock accord exovir,['acq']
5531,brad ragan inc lt brd set quarterli qtli div three ct vs three ct prior pay may record april,['earn']
